ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,quarter,mesh_size_range
39F2,ENG,IIA,3B2,BT2,NONE,O15M,2008,226,4,NONE,BEAM,3,100-119
39F3,ENG,IIA,3B2,BT2,NONE,O15M,2008,1018,4,NONE,BEAM,3,100-119
39F4,ENG,IIA,3B2,BT2,NONE,O15M,2008,1691,4,NONE,BEAM,3,100-119
39F5,ENG,IIA,3B2,BT2,NONE,O15M,2008,190,4,NONE,BEAM,3,100-119
40F1,ENG,IIA,3B2,BT2,NONE,O15M,2008,32,4,NONE,BEAM,3,100-119
40F3,ENG,IIA,3B2,BT2,NONE,O15M,2008,55,4,NONE,BEAM,3,100-119
40F4,ENG,IIA,3B2,BT2,NONE,O15M,2008,900,4,NONE,BEAM,3,100-119
40F5,ENG,IIA,3B2,BT2,NONE,O15M,2008,268,4,NONE,BEAM,3,100-119
41F4,ENG,IIA,3B2,BT2,NONE,O15M,2008,36,4,NONE,BEAM,3,100-119
41F5,ENG,IIA,3B2,BT2,NONE,O15M,2008,36,4,NONE,BEAM,3,100-119
42F4,ENG,IIA,3B2,BT2,NONE,O15M,2008,42,4,NONE,BEAM,3,100-119
34F0,ENG,IIA,3B2,BEAM,NONE,O15M,2008,216,4,NONE,BEAM,3,16-31
35F0,ENG,IIA,3B2,BEAM,NONE,O15M,2008,1656,4,NONE,BEAM,3,16-31
35F1,ENG,IIA,3B2,BEAM,NONE,O15M,2008,336,4,NONE,BEAM,3,16-31
36F0,ENG,IIA,3B2,BEAM,NONE,O15M,2008,504,4,NONE,BEAM,3,16-31
32F1,ENG,IIA,3B2,BT2,NONE,O15M,2008,54,4,NONE,BEAM,3,80-89
33F1,ENG,IIA,3B2,BT2,NONE,O15M,2008,231,4,NONE,BEAM,3,80-89
39F6,ENG,IIA,3B2,BT2,NONE,O15M,2008,175,4,NONE,BEAM,3,80-89
40F6,ENG,IIA,3B2,BT2,NONE,O15M,2008,29,4,NONE,BEAM,3,80-89
31F2,FRA,IIA,3B2,BT2,NONE,O15M,2008,68,4,COASTAL,BEAM,3,80-89
34F2,NLD,IIA,3B2,BT1,NONE,O15M,2008,4,4,FLAT,BEAM,3,>=120
35F2,NLD,IIA,3B2,BT1,NONE,O15M,2008,4,4,FLAT,BEAM,3,>=120
35F3,NLD,IIA,3B2,BT1,NONE,O15M,2008,36,4,FLAT,BEAM,3,>=120
35F4,NLD,IIA,3B2,BT1,NONE,O15M,2008,22,4,FLAT,BEAM,3,>=120
37F2,NLD,IIA,3B2,BT1,NONE,O15M,2008,20,4,FLAT,BEAM,3,>=120
38F2,NLD,IIA,3B2,BT1,NONE,O15M,2008,10,4,FLAT,BEAM,3,>=120
39F5,NLD,IIA,3B2,BT1,NONE,O15M,2008,22,4,FLAT,BEAM,3,>=120
40F7,NLD,IIA,3B2,BT1,NONE,O15M,2008,70,4,FLAT,BEAM,3,>=120
41F7,NLD,IIA,3B2,BT1,NONE,O15M,2008,57,4,FLAT,BEAM,3,>=120
43F6,DEU,IIA,3B2,TR1,NONE,O15M,2008,129,4,NONE,OTTER,2,>=120
43F7,DEU,IIA,3B2,TR1,NONE,O15M,2008,641,4,NONE,OTTER,2,>=120
43F8,DEU,IIA,3B2,TR1,NONE,O15M,2008,41,4,NONE,OTTER,2,>=120
44F4,DEU,IIA,3B2,TR1,NONE,O15M,2008,195,4,NONE,OTTER,2,>=120
44F5,DEU,IIA,3B2,TR1,NONE,O15M,2008,374,4,NONE,OTTER,2,>=120
44F6,DEU,IIA,3B2,TR1,NONE,O15M,2008,281,4,NONE,OTTER,2,>=120
45F3,DEU,IIA,3B2,TR1,NONE,O15M,2008,175,4,NONE,OTTER,2,>=120
45F4,DEU,IIA,3B2,TR1,NONE,O15M,2008,843,4,NONE,OTTER,2,>=120
45F5,DEU,IIA,3B2,TR1,NONE,O15M,2008,43,4,NONE,OTTER,2,>=120
46F3,DEU,IIA,3B2,TR1,NONE,O15M,2008,655,4,NONE,OTTER,2,>=120
46F4,DEU,IIA,3B2,TR1,NONE,O15M,2008,5,4,NONE,OTTER,2,>=120
47F3,DEU,IIA,3B2,TR1,NONE,O15M,2008,152,4,NONE,OTTER,2,>=120
48F3,DEU,IIA,3B2,TR1,NONE,O15M,2008,44,4,NONE,OTTER,2,>=120
49E6,DEU,IIA,3B2,TR1,NONE,O15M,2008,61,4,NONE,OTTER,2,>=120
49F3,DEU,IIA,3B2,TR1,NONE,O15M,2008,44,4,NONE,OTTER,2,>=120
50E6,DEU,IIA,3B2,TR1,NONE,O15M,2008,6,4,NONE,OTTER,2,>=120
50E7,DEU,IIA,3B2,TR1,NONE,O15M,2008,31,4,NONE,OTTER,2,>=120
50F2,DEU,IIA,3B2,TR1,NONE,O15M,2008,30,4,NONE,OTTER,2,>=120
50F3,DEU,IIA,3B2,TR1,NONE,O15M,2008,6,4,NONE,OTTER,2,>=120
51E8,DEU,IIA,3B2,TR1,NONE,O15M,2008,128,4,NONE,OTTER,2,>=120
51F1,DEU,IIA,3B2,TR1,NONE,O15M,2008,84,4,NONE,OTTER,2,>=120
51F2,DEU,IIA,3B2,TR1,NONE,O15M,2008,79,4,NONE,OTTER,2,>=120
52E9,DEU,IIA,3B2,TR1,NONE,O15M,2008,18,4,NONE,OTTER,2,>=120
52F0,DEU,IIA,3B2,TR1,NONE,O15M,2008,12,4,NONE,OTTER,2,>=120
52F1,DEU,IIA,3B2,TR1,NONE,O15M,2008,69,4,NONE,OTTER,2,>=120
38F4,DEU,IIA,3B2,TR1,NONE,O15M,2008,59,4,NONE,OTTER,2,100-119
38F5,DEU,IIA,3B2,TR1,NONE,O15M,2008,112,4,NONE,OTTER,2,100-119
38F6,DEU,IIA,3B2,TR1,NONE,O15M,2008,34,4,NONE,OTTER,2,100-119
38F7,DEU,IIA,3B2,TR1,NONE,O15M,2008,47,4,NONE,OTTER,2,100-119
38F8,DEU,IIA,3B2,TR1,NONE,O15M,2008,20,4,NONE,OTTER,2,100-119
39F3,DEU,IIA,3B2,TR1,NONE,O15M,2008,80,4,NONE,OTTER,2,100-119
39F4,DEU,IIA,3B2,TR1,NONE,O15M,2008,493,4,NONE,OTTER,2,100-119
39F5,DEU,IIA,3B2,TR1,NONE,O15M,2008,339,4,NONE,OTTER,2,100-119
39F7,DEU,IIA,3B2,TR1,NONE,O15M,2008,77,4,NONE,OTTER,2,100-119
40F2,DEU,IIA,3B2,TR1,NONE,O15M,2008,322,4,NONE,OTTER,2,100-119
40F3,DEU,IIA,3B2,TR1,NONE,O15M,2008,24,4,NONE,OTTER,2,100-119
40F4,DEU,IIA,3B2,TR1,NONE,O15M,2008,42,4,NONE,OTTER,2,100-119
40F5,DEU,IIA,3B2,TR1,NONE,O15M,2008,94,4,NONE,OTTER,2,100-119
40F6,DEU,IIA,3B2,TR1,NONE,O15M,2008,24,4,NONE,OTTER,2,100-119
41F2,DEU,IIA,3B2,TR1,NONE,O15M,2008,116,4,NONE,OTTER,2,100-119
41F4,DEU,IIA,3B2,TR1,NONE,O15M,2008,42,4,NONE,OTTER,2,100-119
41F7,DEU,IIA,3B2,TR1,NONE,O15M,2008,116,4,NONE,OTTER,2,100-119
42F7,DEU,IIA,3B2,TR1,NONE,O15M,2008,219,4,NONE,OTTER,2,100-119
51E8,DEU,IIA,3B2,TR1,NONE,O15M,2008,20,4,NONE,OTTER,2,100-119
51E9,DEU,IIA,3B2,TR1,NONE,O15M,2008,13,4,NONE,OTTER,2,100-119
52F0,DEU,IIA,3B2,TR1,NONE,O15M,2008,15,4,NONE,OTTER,2,100-119
52F1,DEU,IIA,3B2,TR1,NONE,O15M,2008,33,4,NONE,OTTER,2,100-119
37F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,3,4,NONE,OTTER,2,70-79
39F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,18,4,NONE,OTTER,2,70-79
39F6,DEU,IIA,3B2,TR2,NONE,O15M,2008,104,4,NONE,OTTER,2,70-79
35F2,DEU,IIA,3B2,TR2,NONE,O15M,2008,3,4,NONE,OTTER,2,80-89
36F2,DEU,IIA,3B2,TR2,NONE,O15M,2008,12,4,NONE,OTTER,2,80-89
36F3,DEU,IIA,3B2,TR2,NONE,O15M,2008,410,4,NONE,OTTER,2,80-89
36F4,DEU,IIA,3B2,TR2,NONE,O15M,2008,104,4,NONE,OTTER,2,80-89
36F8,DEU,IIA,3B2,TR2,NONE,O15M,2008,10,4,NONE,OTTER,2,80-89
37F0,DEU,IIA,3B2,TR2,NONE,O15M,2008,10,4,NONE,OTTER,2,80-89
37F2,DEU,IIA,3B2,TR2,NONE,O15M,2008,62,4,NONE,OTTER,2,80-89
37F3,DEU,IIA,3B2,TR2,NONE,O15M,2008,109,4,NONE,OTTER,2,80-89
37F4,DEU,IIA,3B2,TR2,NONE,O15M,2008,72,4,NONE,OTTER,2,80-89
37F7,DEU,IIA,3B2,TR2,NONE,O15M,2008,27,4,NONE,OTTER,2,80-89
38F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,40,4,NONE,OTTER,2,80-89
38F6,DEU,IIA,3B2,TR2,NONE,O15M,2008,91,4,NONE,OTTER,2,80-89
38F7,DEU,IIA,3B2,TR2,NONE,O15M,2008,8,4,NONE,OTTER,2,80-89
39F3,DEU,IIA,3B2,TR2,NONE,O15M,2008,10,4,NONE,OTTER,2,80-89
39F4,DEU,IIA,3B2,TR2,NONE,O15M,2008,9,4,NONE,OTTER,2,80-89
39F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,423,4,NONE,OTTER,2,80-89
39F6,DEU,IIA,3B2,TR2,NONE,O15M,2008,1230,4,NONE,OTTER,2,80-89
39F7,DEU,IIA,3B2,TR2,NONE,O15M,2008,95,4,NONE,OTTER,2,80-89
40F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,425,4,NONE,OTTER,2,80-89
40F6,DEU,IIA,3B2,TR2,NONE,O15M,2008,144,4,NONE,OTTER,2,80-89
41F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,35,4,NONE,OTTER,2,80-89
38F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,18,4,NONE,OTTER,2,90-99
38F6,DEU,IIA,3B2,TR2,NONE,O15M,2008,42,4,NONE,OTTER,2,90-99
38F7,DEU,IIA,3B2,TR2,NONE,O15M,2008,84,4,NONE,OTTER,2,90-99
39F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,475,4,NONE,OTTER,2,90-99
39F6,DEU,IIA,3B2,TR2,NONE,O15M,2008,24,4,NONE,OTTER,2,90-99
40F5,DEU,IIA,3B2,TR2,NONE,O15M,2008,81,4,NONE,OTTER,2,90-99
34F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,48,4,DNK_INDUSTRI___N,OTTER,2,<16
35F1,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
35F2,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
35F3,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
35F6,DNK,IIA,3B2,OTTER,NONE,O15M,2008,168,4,DNK_INDUSTRI___N,OTTER,2,<16
36F1,DNK,IIA,3B2,OTTER,NONE,O15M,2008,408,4,DNK_INDUSTRI___N,OTTER,2,<16
36F2,DNK,IIA,3B2,OTTER,NONE,O15M,2008,612,4,DNK_INDUSTRI___N,OTTER,2,<16
36F5,DNK,IIA,3B2,OTTER,NONE,O15M,2008,72,4,DNK_INDUSTRI___N,OTTER,2,<16
36F6,DNK,IIA,3B2,OTTER,NONE,O15M,2008,480,4,DNK_INDUSTRI___N,OTTER,2,<16
36F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
37F0,DNK,IIA,3B2,OTTER,NONE,O15M,2008,1992,4,DNK_INDUSTRI___N,OTTER,2,<16
37F1,DNK,IIA,3B2,OTTER,NONE,O15M,2008,2616,4,DNK_INDUSTRI___N,OTTER,2,<16
37F2,DNK,IIA,3B2,OTTER,NONE,O15M,2008,1068,4,DNK_INDUSTRI___N,OTTER,2,<16
37F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,36,4,DNK_INDUSTRI___N,OTTER,2,<16
37F5,DNK,IIA,3B2,OTTER,NONE,O15M,2008,36,4,DNK_INDUSTRI___N,OTTER,2,<16
38F0,DNK,IIA,3B2,OTTER,NONE,O15M,2008,96,4,DNK_INDUSTRI___N,OTTER,2,<16
38F1,DNK,IIA,3B2,OTTER,NONE,O15M,2008,5808,4,DNK_INDUSTRI___N,OTTER,2,<16
38F2,DNK,IIA,3B2,OTTER,NONE,O15M,2008,336,4,DNK_INDUSTRI___N,OTTER,2,<16
38F3,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
38F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,96,4,DNK_INDUSTRI___N,OTTER,2,<16
38F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,45,4,DNK_INDUSTRI___N,OTTER,2,<16
38F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
39F0,DNK,IIA,3B2,OTTER,NONE,O15M,2008,2004,4,DNK_INDUSTRI___N,OTTER,2,<16
39F1,DNK,IIA,3B2,OTTER,NONE,O15M,2008,9408,4,DNK_INDUSTRI___N,OTTER,2,<16
39F2,DNK,IIA,3B2,OTTER,NONE,O15M,2008,3120,4,DNK_INDUSTRI___N,OTTER,2,<16
39F3,DNK,IIA,3B2,OTTER,NONE,O15M,2008,2160,4,DNK_INDUSTRI___N,OTTER,2,<16
39F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,1656,4,DNK_INDUSTRI___N,OTTER,2,<16
39F5,DNK,IIA,3B2,OTTER,NONE,O15M,2008,504,4,DNK_INDUSTRI___N,OTTER,2,<16
39F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,954,4,DNK_INDUSTRI___N,OTTER,2,<16
39F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,168,4,DNK_INDUSTRI___N,OTTER,2,<16
40F0,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
40F1,DNK,IIA,3B2,OTTER,NONE,O15M,2008,72,4,DNK_INDUSTRI___N,OTTER,2,<16
40F2,DNK,IIA,3B2,OTTER,NONE,O15M,2008,96,4,DNK_INDUSTRI___N,OTTER,2,<16
40F3,DNK,IIA,3B2,OTTER,NONE,O15M,2008,504,4,DNK_INDUSTRI___N,OTTER,2,<16
40F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,1524,4,DNK_INDUSTRI___N,OTTER,2,<16
40F5,DNK,IIA,3B2,OTTER,NONE,O15M,2008,816,4,DNK_INDUSTRI___N,OTTER,2,<16
40F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,2390,4,DNK_INDUSTRI___N,OTTER,2,<16
40F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
41F0,DNK,IIA,3B2,OTTER,NONE,O15M,2008,120,4,DNK_INDUSTRI___N,OTTER,2,<16
41F1,DNK,IIA,3B2,OTTER,NONE,O15M,2008,48,4,DNK_INDUSTRI___N,OTTER,2,<16
41F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,168,4,DNK_INDUSTRI___N,OTTER,2,<16
41F5,DNK,IIA,3B2,OTTER,NONE,O15M,2008,2780,4,DNK_INDUSTRI___N,OTTER,2,<16
41F6,DNK,IIA,3B2,OTTER,NONE,O15M,2008,710,4,DNK_INDUSTRI___N,OTTER,2,<16
41F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,426,4,DNK_INDUSTRI___N,OTTER,2,<16
41F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,10,4,DNK_INDUSTRI___N,OTTER,2,<16
42F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
42F5,DNK,IIA,3B2,OTTER,NONE,O15M,2008,71,4,DNK_INDUSTRI___N,OTTER,2,<16
42F6,DNK,IIA,3B2,OTTER,NONE,O15M,2008,1159,4,DNK_INDUSTRI___N,OTTER,2,<16
42F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,1305,4,DNK_INDUSTRI___N,OTTER,2,<16
42F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,23,4,DNK_INDUSTRI___N,OTTER,2,<16
43F0,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_INDUSTRI___N,OTTER,2,<16
43F5,DNK,IIA,3B2,OTTER,NONE,O15M,2008,804,4,DNK_INDUSTRI___N,OTTER,2,<16
43F6,DNK,IIA,3B2,OTTER,NONE,O15M,2008,1605,4,DNK_INDUSTRI___N,OTTER,2,<16
43F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,1858,4,DNK_INDUSTRI___N,OTTER,2,<16
43F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,384,4,DNK_INDUSTRI___N,OTTER,2,<16
44F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,156,4,DNK_INDUSTRI___N,OTTER,2,<16
44F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,12,4,DNK_INDUSTRI___N,OTTER,2,<16
43F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,22,4,DNK_INDUSTRI___S,OTTER,2,<16
43F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,21,4,DNK_INDUSTRI___S,OTTER,2,<16
38F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_REST_NORD__N,OTTER,2,<16
39F1,DNK,IIA,3B2,OTTER,NONE,O15M,2008,120,4,DNK_REST_NORD__N,OTTER,2,<16
39F4,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_REST_NORD__N,OTTER,2,<16
39F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,24,4,DNK_REST_NORD__N,OTTER,2,<16
40F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,33,4,DNK_REST_NORD__N,OTTER,2,<16
41F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,65,4,DNK_REST_NORD__N,OTTER,2,<16
42F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,60,4,DNK_REST_NORD__N,OTTER,2,<16
42F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,22,4,DNK_REST_NORD__N,OTTER,2,<16
43F7,DNK,IIA,3B2,OTTER,NONE,O15M,2008,44,4,DNK_REST_NORD__N,OTTER,2,<16
43F8,DNK,IIA,3B2,OTTER,NONE,O15M,2008,108,4,DNK_REST_NORD__N,OTTER,2,<16
40F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,48,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
40F6,DNK,IIA,3B2,TR1,NONE,O15M,2008,333,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
40F7,DNK,IIA,3B2,TR1,NONE,O15M,2008,311,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
41F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,154,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
41F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,1394,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
41F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,131,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
41F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,851,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
41F6,DNK,IIA,3B2,TR1,NONE,O15M,2008,827,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
41F7,DNK,IIA,3B2,TR1,NONE,O15M,2008,538,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
42F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,1320,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
42F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,1064,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
42F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,224,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
42F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,1406,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
42F6,DNK,IIA,3B2,TR1,NONE,O15M,2008,589,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
42F7,DNK,IIA,3B2,TR1,NONE,O15M,2008,978,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
42F8,DNK,IIA,3B2,TR1,NONE,O15M,2008,19,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
43F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,280,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
43F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,265,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
43F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,719,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
43F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,1624,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
43F6,DNK,IIA,3B2,TR1,NONE,O15M,2008,2376,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
43F7,DNK,IIA,3B2,TR1,NONE,O15M,2008,1544,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
43F8,DNK,IIA,3B2,TR1,NONE,O15M,2008,559,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
44F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,144,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
44F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,706,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
44F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,771,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
44F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,1092,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
44F6,DNK,IIA,3B2,TR1,NONE,O15M,2008,1437,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
44F7,DNK,IIA,3B2,TR1,NONE,O15M,2008,1521,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
45F1,DNK,IIA,3B2,TR1,NONE,O15M,2008,144,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
45F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,260,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
45F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,520,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
45F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,641,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
45F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,375,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
46F0,DNK,IIA,3B2,TR1,NONE,O15M,2008,24,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
46F1,DNK,IIA,3B2,TR1,NONE,O15M,2008,468,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
46F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,148,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
46F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,1282,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
46F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,72,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
46F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,122,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
46F8,DNK,IIA,3B2,TR1,NONE,O15M,2008,12,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
47F1,DNK,IIA,3B2,TR1,NONE,O15M,2008,92,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
47F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,48,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
47F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,3186,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
47F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,52,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
47F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,8,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
48F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,8,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
48F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,2078,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
48F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,372,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
48F5,DNK,IIA,3B2,TR1,NONE,O15M,2008,20,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
49F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,16,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
49F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,2084,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
49F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,108,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
50F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,1228,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
50F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,772,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
50F4,DNK,IIA,3B2,TR1,NONE,O15M,2008,60,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
51F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,438,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
51F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,8,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
52F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,28,4,DNK_DEM_TRAWL__N,OTTER,2,>=120
43F6,DNK,IIA,3B2,TR1,NONE,O15M,2008,12,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
43F7,DNK,IIA,3B2,TR1,NONE,O15M,2008,114,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
43F8,DNK,IIA,3B2,TR1,NONE,O15M,2008,80,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
44F6,DNK,IIA,3B2,TR1,NONE,O15M,2008,59,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
44F7,DNK,IIA,3B2,TR1,NONE,O15M,2008,79,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
46F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,48,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
47F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,180,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
48F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,96,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
49F3,DNK,IIA,3B2,TR1,NONE,O15M,2008,36,4,DNK_DEM_TRAWL__S,OTTER,2,>=120
39F6,DNK,IIA,3B2,TR1,NONE,O15M,2008,72,4,DNK_DEM_TRAWL__N,OTTER,2,100-119
40F1,DNK,IIA,3B2,TR1,NONE,O15M,2008,24,4,DNK_DEM_TRAWL__N,OTTER,2,100-119
40F2,DNK,IIA,3B2,TR1,NONE,O15M,2008,144,4,DNK_DEM_TRAWL__N,OTTER,2,100-119
