ICES rectangle,country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort
43F6,DEU,IIA,3B2,TR1,NONE,O15M,2006,18
43F7,DEU,IIA,3B2,TR1,NONE,O15M,2006,10
44F6,DEU,IIA,3B2,TR1,NONE,O15M,2006,62
45F3,DEU,IIA,3B2,TR1,NONE,O15M,2006,56
45F4,DEU,IIA,3B2,TR1,NONE,O15M,2006,6
46F3,DEU,IIA,3B2,TR1,NONE,O15M,2006,260
50F3,DEU,IIA,3B2,TR1,NONE,O15M,2006,8
42F8,DNK,IIA,3B2,TR1,NONE,O15M,2006,88
43F7,DNK,IIA,3B2,TR1,NONE,O15M,2006,48
43F8,DNK,IIA,3B2,TR1,NONE,O15M,2006,151
42F7,DNK,IIA,3B2,TR1,NONE,O15M,2006,36
43E9,NIR,IIA,3B2,TR1,NONE,O15M,2006,298
44E9,NIR,IIA,3B2,TR1,NONE,O15M,2006,300
45E9,NIR,IIA,3B2,TR1,NONE,O15M,2006,204
46E8,NIR,IIA,3B2,TR1,NONE,O15M,2006,24
47E8,NIR,IIA,3B2,TR1,NONE,O15M,2006,110
47E9,NIR,IIA,3B2,TR1,NONE,O15M,2006,96
31F2,NLD,IIA,3B2,TR2,NONE,O15M,2006,11
41F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,24
42F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,132
43E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,284
43F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,302
43F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,29
44E8,SCO,IIA,3B2,TR1,NONE,O15M,2006,651
44E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,1842
44F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,674
45E7,SCO,IIA,3B2,TR1,NONE,O15M,2006,218
45E8,SCO,IIA,3B2,TR1,NONE,O15M,2006,2106
45E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,468
45F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,48
45F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,29
45F3,SCO,IIA,3B2,TR1,NONE,O15M,2006,42
45F4,SCO,IIA,3B2,TR1,NONE,O15M,2006,28
46E6,SCO,IIA,3B2,TR1,NONE,O15M,2006,58
46E7,SCO,IIA,3B2,TR1,NONE,O15M,2006,370
46E8,SCO,IIA,3B2,TR1,NONE,O15M,2006,1492
46E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,186
46F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,136
46F2,SCO,IIA,3B2,TR1,NONE,O15M,2006,36
46F3,SCO,IIA,3B2,TR1,NONE,O15M,2006,56
47E8,SCO,IIA,3B2,TR1,NONE,O15M,2006,716
47E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,579
47F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,86
47F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,348
47F2,SCO,IIA,3B2,TR1,NONE,O15M,2006,653
48E8,SCO,IIA,3B2,TR1,NONE,O15M,2006,368
48E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,1230
48F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,510
48F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,584
48F2,SCO,IIA,3B2,TR1,NONE,O15M,2006,607
49E7,SCO,IIA,3B2,TR1,NONE,O15M,2006,534
49E8,SCO,IIA,3B2,TR1,NONE,O15M,2006,667
49E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,880
49F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,420
49F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,431
49F2,SCO,IIA,3B2,TR1,NONE,O15M,2006,1973
50E7,SCO,IIA,3B2,TR1,NONE,O15M,2006,29
50E8,SCO,IIA,3B2,TR1,NONE,O15M,2006,192
50E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,895
50F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,247
50F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,166
50F2,SCO,IIA,3B2,TR1,NONE,O15M,2006,55
51E9,SCO,IIA,3B2,TR1,NONE,O15M,2006,159
51F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,88
49F0,SCO,IIA,3B2,TR1,NONE,O15M,2006,104
49F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,26
50F1,SCO,IIA,3B2,TR1,NONE,O15M,2006,26
31F2,BEL,IIA,3B2,GN1,NONE,O15M,2006,4
32F2,BEL,IIA,3B2,GN1,NONE,O15M,2006,64
51E8,DEU,IIA,3B2,GN1,NONE,O15M,2006,64
51E9,DEU,IIA,3B2,GN1,NONE,O15M,2006,368
31F2,DEU,IIA,3B2,GN1,NONE,O15M,2006,24
42F7,DEU,IIA,3B2,GN1,NONE,O15M,2006,131
43F7,DEU,IIA,3B2,GN1,NONE,O15M,2006,229
43F8,DEU,IIA,3B2,GN1,NONE,O15M,2006,172
39F6,DEU,IIA,3B2,GN1,NONE,O15M,2006,16
40F5,DEU,IIA,3B2,GN1,NONE,O15M,2006,16
40F6,DEU,IIA,3B2,GN1,NONE,O15M,2006,20
41F6,DEU,IIA,3B2,GN1,NONE,O15M,2006,40
31F1,BEL,IIA,3B2,TR2,NONE,O10T15M,2006,71
31F2,BEL,IIA,3B2,TR2,NONE,O10T15M,2006,5
32F1,BEL,IIA,3B2,TR2,NONE,O10T15M,2006,10
41F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,136
42F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,108
42F8,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,549
43F8,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,114
40F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,19
41F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,363
42F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,114
42F8,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,320
43F7,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,16
43F8,DNK,IIA,3B2,TR1,NONE,O10T15M,2006,25
41F7,DNK,IIA,3B2,TR3,NONE,O10T15M,2006,24
41F7,DNK,IIA,3B2,TR3,NONE,O10T15M,2006,16
43F9,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,24
42F7,DNK,IIA,3B2,OTTER,NONE,O10T15M,2006,49
39E9,ENG,IIA,3B2,OTTER,NONE,O10T15M,2006,24
37F0,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,1992
38E8,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,72
38E8,ENG,IIA,3B2,TR1,NONE,O10T15M,2006,888
31F0,ENG,IIA,3B2,TR3,NONE,O10T15M,2006,24
32F0,ENG,IIA,3B2,TR3,NONE,O10T15M,2006,384
32F1,ENG,IIA,3B2,TR3,NONE,O10T15M,2006,192
33F1,ENG,IIA,3B2,TR3,NONE,O10T15M,2006,120
31F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,72
31F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,456
32F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,72
32F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,572
33F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,288
34F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,216
35F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,168
38E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,8496
38E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,1662
39E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,3456
39E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,1506
39F0,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,48
40E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,120
40E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,864
31F1,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,204
38E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,768
38E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,72
39E8,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,48
39E9,ENG,IIA,3B2,TR2,NONE,O10T15M,2006,528
38E8,NIR,IIA,3B2,TR2,NONE,O10T15M,2006,84
39E8,SCO,IIA,3B2,TR1,NONE,O10T15M,2006,384
39E9,SCO,IIA,3B2,TR1,NONE,O10T15M,2006,248
42F0,SCO,IIA,3B2,TR1,NONE,O10T15M,2006,64
44E6,SCO,IIA,3B2,OTTER,NONE,O10T15M,2006,72
44E7,SCO,IIA,3B2,OTTER,NONE,O10T15M,2006,744
38E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,168
38E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,144
39E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1620
39E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1224
40E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,3912
40E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,468
40E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,156
41E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,5280
41E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,14502
42E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1344
44E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,2109
44E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,1521
44E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,943
44E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,432
44F0,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,58
45E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,114
45E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,998
45E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,954
45F0,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,142
45F1,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,64
46E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,148
46E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,196
46E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,190
46F0,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,54
47E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,48
47E8,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,175
47E9,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,253
41E7,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,840
44E6,SCO,IIA,3B2,TR2,NONE,O10T15M,2006,72
41F7,DNK,IIA,3B2,GT1,NONE,U10M,2006,5
43F8,DNK,IIA,3B2,GT1,NONE,U10M,2006,56
43F8,DNK,IIA,3B2,GT1,NONE,U10M,2006,55
40F8,DNK,IIA,3B2,GT1,NONE,U10M,2006,24
41F7,DNK,IIA,3B2,GT1,NONE,U10M,2006,34
41F7,DNK,IIA,3B2,GT1,NONE,U10M,2006,46
41F7,DNK,IIA,3B2,GT1,NONE,U10M,2006,48
41F7,DNK,IIA,3B2,GT1,NONE,U10M,2006,24
33F1,ENG,IIA,3B2,GT1,NONE,U10M,2006,48
31F1,ENG,IIA,3B2,GT1,NONE,U10M,2006,816
37E9,ENG,IIA,3B2,GT1,NONE,U10M,2006,456
37F0,ENG,IIA,3B2,GT1,NONE,U10M,2006,168
33F1,ENG,IIA,3B2,GT1,NONE,U10M,2006,276
31F1,ENG,IIA,3B2,GT1,NONE,U10M,2006,2496
31F2,FRA,IIA,3B2,GT1,NONE,U10M,2006,24
31F2,BEL,IIA,3B2,BEAM,NONE,O10T15M,2006,327
36F6,DEU,IIA,3B2,BEAM,NONE,O10T15M,2006,658
36F7,DEU,IIA,3B2,BEAM,NONE,O10T15M,2006,2572
36F8,DEU,IIA,3B2,BEAM,NONE,O10T15M,2006,4915
37F8,DEU,IIA,3B2,BEAM,NONE,O10T15M,2006,3936
38F8,DEU,IIA,3B2,BEAM,NONE,O10T15M,2006,1130
39F8,DEU,IIA,3B2,BEAM,NONE,O10T15M,2006,319
42F8,DNK,IIA,3B2,BT2,NONE,O10T15M,2006,14
40F7,DNK,IIA,3B2,BEAM,NONE,O10T15M,2006,229
40F8,DNK,IIA,3B2,BEAM,NONE,O10T15M,2006,1043
41F6,DNK,IIA,3B2,BEAM,NONE,O10T15M,2006,16
41F8,DNK,IIA,3B2,BEAM,NONE,O10T15M,2006,91
33F1,ENG,IIA,3B2,BEAM,NONE,O10T15M,2006,24
34F0,ENG,IIA,3B2,BEAM,NONE,O10T15M,2006,372
34F1,ENG,IIA,3B2,BEAM,NONE,O10T15M,2006,1068
35F0,ENG,IIA,3B2,BEAM,NONE,O10T15M,2006,1656
31F2,FRA,IIA,3B2,BT2,NONE,O10T15M,2006,37
41F7,DEU,IIA,3B2,GN1,NONE,U10M,2006,16
36F8,DEU,IIA,3B2,GN1,NONE,U10M,2006,119
37F8,DEU,IIA,3B2,GN1,NONE,U10M,2006,43
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,43
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,9
40F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,18
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,14
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,7
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,26
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,21
40F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,16
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,13
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,120
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,46
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,8
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,3
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,43
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,2
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,13
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,148
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,14
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,74
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,32
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,14
40F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,30
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,19
41F5,DNK,IIA,3B2,GN1,NONE,U10M,2006,10
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,64
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,60
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,49
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,213
43F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,5
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,722
40F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,11
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,7
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,10
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,196
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,92
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,11
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,10
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,79
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,208
43F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,28
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,983
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,4
40F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,11
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,119
41F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,12
41F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,101
42F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,29
42F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,60
42F9,DNK,IIA,3B2,GN1,NONE,U10M,2006,3
43F7,DNK,IIA,3B2,GN1,NONE,U10M,2006,10
43F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,145
40F8,DNK,IIA,3B2,GN1,NONE,U10M,2006,8
41F1,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,58
41F6,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,109
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,1151
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,666
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,448
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,25
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,1578
40F3,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,12
40F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,45
41F1,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,17
41F6,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,9
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,537
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,11
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,316
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,591
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,11
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,158
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,261
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,860
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,400
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,115
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,2495
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,253
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,3
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,242
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,137
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,273
41F1,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,8
41F6,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,21
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,240
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,15
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,91
40F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,31
41F1,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,60
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,329
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,368
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,114
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,120
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,251
44F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,21
40F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,20
41F1,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,6
41F5,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,5
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,51
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,224
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,52
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,72
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,75
40F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,73
41F6,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,60
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,866
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,41
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,906
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,200
43F6,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,72
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,233
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,1310
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,30
42F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,100
42F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,4
43F6,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,24
43F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,27
43F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,263
44F5,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,24
34F4,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,144
34F3,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,72
34F4,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,288
35F4,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,607
36F5,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,24
40F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,17
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,125
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,61
41F7,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,4
41F8,DNK,IIA,3B2,GN1,NONE,O10T15M,2006,70
32F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,68
38E8,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,672
31F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,24
32F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,32
38E8,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,288
31F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,48
32F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,684
37E9,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,168
39E8,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,156
31F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,144
32F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,12
37E9,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,264
33F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,24
33F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,72
34F1,ENG,IIA,3B2,GN1,NONE,O10T15M,2006,60
31F1,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,96
31F1,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,288
31F1,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,24
31F2,FRA,IIA,3B2,GN1,NONE,O10T15M,2006,168
35F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,30
32F3,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,5
33F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,373
34F3,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,3
34F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,169
35F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,2
33F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,127
34F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,100
35F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,132
33F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,9
34F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,24
33F4,NLD,IIA,3B2,GN1,NONE,O10T15M,2006,10
49E9,SCO,IIA,3B2,GN1,NONE,O10T15M,2006,344
46E6,ENG,IIA,3B2,LL1,NONE,O15M,2006,52
47E6,ENG,IIA,3B2,LL1,NONE,O15M,2006,168
47E7,ENG,IIA,3B2,LL1,NONE,O15M,2006,42
48E6,ENG,IIA,3B2,LL1,NONE,O15M,2006,36
48E7,ENG,IIA,3B2,LL1,NONE,O15M,2006,42
50E9,ENG,IIA,3B2,LL1,NONE,O15M,2006,36
42F8,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,15
42F9,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,38
42F7,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,74
42F8,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,5
42F9,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,9
43F7,DNK,IIA,3B2,NONE,NONE,O10T15M,2006,13
46E6,SCO,IIA,3B2,NONE,NONE,O10T15M,2006,168
46E7,SCO,IIA,3B2,NONE,NONE,O10T15M,2006,96
47E6,SCO,IIA,3B2,NONE,NONE,O10T15M,2006,955
47E7,SCO,IIA,3B2,NONE,NONE,O10T15M,2006,67
43F8,SWE,IIA,3B2,NONE,NONE,O10T15M,2006,149
35F0,NLD,IIA,3B2,NONE,NONE,O15M,2006,46
35F1,NLD,IIA,3B2,NONE,NONE,O15M,2006,162
35F4,NLD,IIA,3B2,NONE,NONE,O15M,2006,23
46E7,SCO,IIA,3B2,NONE,NONE,O15M,2006,60
42F8,DNK,IIA,3B2,NONE,NONE,U10M,2006,424
41F8,DNK,IIA,3B2,NONE,NONE,U10M,2006,47
42F8,DNK,IIA,3B2,NONE,NONE,U10M,2006,454
42F9,DNK,IIA,3B2,NONE,NONE,U10M,2006,244
43F8,DNK,IIA,3B2,NONE,NONE,U10M,2006,219
43F9,DNK,IIA,3B2,NONE,NONE,U10M,2006,237
32F3,NLD,IIA,3B2,NONE,NONE,U10M,2006,44
33F4,NLD,IIA,3B2,NONE,NONE,U10M,2006,4
34F4,NLD,IIA,3B2,NONE,NONE,U10M,2006,20
35F4,NLD,IIA,3B2,NONE,NONE,U10M,2006,1
41E7,SCO,IIA,3B2,NONE,NONE,U10M,2006,516
46E6,SCO,IIA,3B2,NONE,NONE,U10M,2006,4825
47E6,SCO,IIA,3B2,NONE,NONE,U10M,2006,74
47E7,SCO,IIA,3B2,NONE,NONE,U10M,2006,4040
49E8,SCO,IIA,3B2,NONE,NONE,U10M,2006,240
43F8,SWE,IIA,3B2,NONE,NONE,U10M,2006,80
31F1,BEL,IIA,3B2,TR2,NONE,O15M,2006,618
31F2,BEL,IIA,3B2,TR2,NONE,O15M,2006,164
32F1,BEL,IIA,3B2,TR2,NONE,O15M,2006,909
36F3,BEL,IIA,3B2,TR2,NONE,O15M,2006,157
36F6,BEL,IIA,3B2,TR2,NONE,O15M,2006,2
37F5,BEL,IIA,3B2,TR2,NONE,O15M,2006,26
38F4,BEL,IIA,3B2,TR2,NONE,O15M,2006,102
38F5,BEL,IIA,3B2,TR2,NONE,O15M,2006,44
38F6,BEL,IIA,3B2,TR2,NONE,O15M,2006,111
39F5,BEL,IIA,3B2,TR2,NONE,O15M,2006,172
39F6,BEL,IIA,3B2,TR2,NONE,O15M,2006,68
40F5,BEL,IIA,3B2,TR2,NONE,O15M,2006,84
40F7,BEL,IIA,3B2,TR2,NONE,O15M,2006,36
35F2,DEU,IIA,3B2,OTTER,NONE,O15M,2006,72
36F2,DEU,IIA,3B2,OTTER,NONE,O15M,2006,204
37F1,DEU,IIA,3B2,OTTER,NONE,O15M,2006,144
38F1,DEU,IIA,3B2,OTTER,NONE,O15M,2006,252
38F2,DEU,IIA,3B2,OTTER,NONE,O15M,2006,12
39F4,DEU,IIA,3B2,OTTER,NONE,O15M,2006,36
53F0,DEU,IIA,3B2,TR1,NONE,O15M,2006,17
