country,annex,regulated area,regulated gear,specon,vessel length,year,Effective Effort,area,fishery,gear,ICES rectangle,mesh_size_range,quarter
DEU,IIA,3B2,TR2,NONE,O15M,2006,246,4,NONE,OTTER,38F3,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,96,4,NONE,OTTER,38F4,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,692,4,NONE,OTTER,38F5,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,392,4,NONE,OTTER,38F6,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,230,4,NONE,OTTER,38F7,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,24,4,NONE,OTTER,39F4,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,1581,4,NONE,OTTER,39F5,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,290,4,NONE,OTTER,39F6,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,278,4,NONE,OTTER,39F7,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,162,4,NONE,OTTER,40F5,90-99,2
DEU,IIA,3B2,TR2,NONE,O15M,2006,188,4,NONE,OTTER,40F7,90-99,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,120,4,DNK_INDUSTRI___N,OTTER,33F4,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,468,4,DNK_INDUSTRI___N,OTTER,34F3,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,600,4,DNK_INDUSTRI___N,OTTER,34F4,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,OTTER,35F0,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,432,4,DNK_INDUSTRI___N,OTTER,35F1,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,396,4,DNK_INDUSTRI___N,OTTER,35F2,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,156,4,DNK_INDUSTRI___N,OTTER,35F3,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,528,4,DNK_INDUSTRI___N,OTTER,35F4,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,OTTER,35F5,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,96,4,DNK_INDUSTRI___N,OTTER,36F0,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,1020,4,DNK_INDUSTRI___N,OTTER,36F1,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,1752,4,DNK_INDUSTRI___N,OTTER,36F2,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,OTTER,36F3,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,1368,4,DNK_INDUSTRI___N,OTTER,36F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,120,4,DNK_INDUSTRI___N,OTTER,36F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,24,4,DNK_INDUSTRI___N,OTTER,36F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,2232,4,DNK_INDUSTRI___N,OTTER,37F0,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,5772,4,DNK_INDUSTRI___N,OTTER,37F1,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,2952,4,DNK_INDUSTRI___N,OTTER,37F2,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,912,4,DNK_INDUSTRI___N,OTTER,37F3,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,168,4,DNK_INDUSTRI___N,OTTER,37F4,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,24,4,DNK_INDUSTRI___N,OTTER,37F5,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,OTTER,37F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,96,4,DNK_INDUSTRI___N,OTTER,37F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,22,4,DNK_INDUSTRI___N,OTTER,37F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,288,4,DNK_INDUSTRI___N,OTTER,38F0,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,11073,4,DNK_INDUSTRI___N,OTTER,38F1,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,1152,4,DNK_INDUSTRI___N,OTTER,38F2,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,1005,4,DNK_INDUSTRI___N,OTTER,38F3,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,276,4,DNK_INDUSTRI___N,OTTER,38F4,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,OTTER,38F5,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,120,4,DNK_INDUSTRI___N,OTTER,38F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,406,4,DNK_INDUSTRI___N,OTTER,38F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,648,4,DNK_INDUSTRI___N,OTTER,39F0,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,14109,4,DNK_INDUSTRI___N,OTTER,39F1,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,600,4,DNK_INDUSTRI___N,OTTER,39F2,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,4663,4,DNK_INDUSTRI___N,OTTER,39F3,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,5976,4,DNK_INDUSTRI___N,OTTER,39F4,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,168,4,DNK_INDUSTRI___N,OTTER,39F5,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,474,4,DNK_INDUSTRI___N,OTTER,39F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,3404,4,DNK_INDUSTRI___N,OTTER,39F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,448,4,DNK_INDUSTRI___N,OTTER,39F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,84,4,DNK_INDUSTRI___N,OTTER,40F1,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,72,4,DNK_INDUSTRI___N,OTTER,40F2,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,120,4,DNK_INDUSTRI___N,OTTER,40F3,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,2277,4,DNK_INDUSTRI___N,OTTER,40F4,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,384,4,DNK_INDUSTRI___N,OTTER,40F5,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,5269,4,DNK_INDUSTRI___N,OTTER,40F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,246,4,DNK_INDUSTRI___N,OTTER,40F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,24,4,DNK_INDUSTRI___N,OTTER,41E8,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,48,4,DNK_INDUSTRI___N,OTTER,41F4,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,1407,4,DNK_INDUSTRI___N,OTTER,41F5,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,1056,4,DNK_INDUSTRI___N,OTTER,41F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,603,4,DNK_INDUSTRI___N,OTTER,41F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,24,4,DNK_INDUSTRI___N,OTTER,41F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,144,4,DNK_INDUSTRI___N,OTTER,42F5,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,972,4,DNK_INDUSTRI___N,OTTER,42F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,1187,4,DNK_INDUSTRI___N,OTTER,42F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,12,4,DNK_INDUSTRI___N,OTTER,43F1,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,144,4,DNK_INDUSTRI___N,OTTER,43F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,751,4,DNK_INDUSTRI___N,OTTER,43F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,865,4,DNK_INDUSTRI___N,OTTER,43F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,120,4,DNK_INDUSTRI___S,OTTER,40F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,48,4,DNK_INDUSTRI___S,OTTER,41F5,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,69,4,DNK_INDUSTRI___S,OTTER,42F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,47,4,DNK_INDUSTRI___S,OTTER,43F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,24,4,DNK_REST_NORD__N,OTTER,39F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,42,4,DNK_REST_NORD__N,OTTER,39F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,55,4,DNK_REST_NORD__N,OTTER,39F8,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,229,4,DNK_REST_NORD__N,OTTER,40F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,21,4,DNK_REST_NORD__N,OTTER,41F6,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,14,4,DNK_REST_NORD__N,OTTER,41F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,13,4,DNK_REST_NORD__N,OTTER,42F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,24,4,DNK_REST_NORD__N,OTTER,43F7,<16,2
DNK,IIA,3B2,OTTER,NONE,O15M,2006,37,4,DNK_REST_NORD__N,OTTER,43F8,<16,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,23,4,DNK_DEM_TRAWL__N,OTTER,39F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,96,4,DNK_DEM_TRAWL__N,OTTER,40F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,211,4,DNK_DEM_TRAWL__N,OTTER,40F6,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,382,4,DNK_DEM_TRAWL__N,OTTER,40F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,156,4,DNK_DEM_TRAWL__N,OTTER,41F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,761,4,DNK_DEM_TRAWL__N,OTTER,41F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,86,4,DNK_DEM_TRAWL__N,OTTER,41F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,455,4,DNK_DEM_TRAWL__N,OTTER,41F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1078,4,DNK_DEM_TRAWL__N,OTTER,41F6,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1137,4,DNK_DEM_TRAWL__N,OTTER,41F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,466,4,DNK_DEM_TRAWL__N,OTTER,42F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1404,4,DNK_DEM_TRAWL__N,OTTER,42F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,435,4,DNK_DEM_TRAWL__N,OTTER,42F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1191,4,DNK_DEM_TRAWL__N,OTTER,42F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,304,4,DNK_DEM_TRAWL__N,OTTER,42F6,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,820,4,DNK_DEM_TRAWL__N,OTTER,42F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,11,4,DNK_DEM_TRAWL__N,OTTER,42F8,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,428,4,DNK_DEM_TRAWL__N,OTTER,43F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1116,4,DNK_DEM_TRAWL__N,OTTER,43F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,998,4,DNK_DEM_TRAWL__N,OTTER,43F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,768,4,DNK_DEM_TRAWL__N,OTTER,43F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,784,4,DNK_DEM_TRAWL__N,OTTER,43F6,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,905,4,DNK_DEM_TRAWL__N,OTTER,43F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,546,4,DNK_DEM_TRAWL__N,OTTER,43F8,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,320,4,DNK_DEM_TRAWL__N,OTTER,44F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1011,4,DNK_DEM_TRAWL__N,OTTER,44F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1121,4,DNK_DEM_TRAWL__N,OTTER,44F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1943,4,DNK_DEM_TRAWL__N,OTTER,44F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,2582,4,DNK_DEM_TRAWL__N,OTTER,44F6,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1517,4,DNK_DEM_TRAWL__N,OTTER,44F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,616,4,DNK_DEM_TRAWL__N,OTTER,45F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,629,4,DNK_DEM_TRAWL__N,OTTER,45F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,983,4,DNK_DEM_TRAWL__N,OTTER,45F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1633,4,DNK_DEM_TRAWL__N,OTTER,45F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,366,4,DNK_DEM_TRAWL__N,OTTER,45F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,784,4,DNK_DEM_TRAWL__N,OTTER,46F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,448,4,DNK_DEM_TRAWL__N,OTTER,46F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1975,4,DNK_DEM_TRAWL__N,OTTER,46F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,76,4,DNK_DEM_TRAWL__N,OTTER,46F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,44,4,DNK_DEM_TRAWL__N,OTTER,46F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,200,4,DNK_DEM_TRAWL__N,OTTER,47F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,588,4,DNK_DEM_TRAWL__N,OTTER,47F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,3753,4,DNK_DEM_TRAWL__N,OTTER,47F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,41,4,DNK_DEM_TRAWL__N,OTTER,47F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,56,4,DNK_DEM_TRAWL__N,OTTER,47F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,32,4,DNK_DEM_TRAWL__N,OTTER,48F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,8,4,DNK_DEM_TRAWL__N,OTTER,48F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,4630,4,DNK_DEM_TRAWL__N,OTTER,48F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1579,4,DNK_DEM_TRAWL__N,OTTER,48F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,48,4,DNK_DEM_TRAWL__N,OTTER,48F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_DEM_TRAWL__N,OTTER,49F0,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,48,4,DNK_DEM_TRAWL__N,OTTER,49F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,228,4,DNK_DEM_TRAWL__N,OTTER,49F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,4466,4,DNK_DEM_TRAWL__N,OTTER,49F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,476,4,DNK_DEM_TRAWL__N,OTTER,49F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,36,4,DNK_DEM_TRAWL__N,OTTER,49F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,84,4,DNK_DEM_TRAWL__N,OTTER,50F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1196,4,DNK_DEM_TRAWL__N,OTTER,50F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,2428,4,DNK_DEM_TRAWL__N,OTTER,50F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,96,4,DNK_DEM_TRAWL__N,OTTER,51F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,1111,4,DNK_DEM_TRAWL__N,OTTER,51F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,68,4,DNK_DEM_TRAWL__N,OTTER,51F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,291,4,DNK_DEM_TRAWL__N,OTTER,52F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,136,4,DNK_DEM_TRAWL__N,OTTER,52F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_DEM_TRAWL__Q,OTTER,38F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,129,4,DNK_DEM_TRAWL__S,OTTER,43F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,55,4,DNK_DEM_TRAWL__S,OTTER,43F8,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,56,4,DNK_DEM_TRAWL__S,OTTER,44F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,58,4,DNK_DEM_TRAWL__S,OTTER,44F6,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,174,4,DNK_DEM_TRAWL__S,OTTER,44F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,60,4,DNK_DEM_TRAWL__S,OTTER,45F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,12,4,DNK_DEM_TRAWL__S,OTTER,45F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,56,4,DNK_DEM_TRAWL__S,OTTER,45F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,56,4,DNK_DEM_TRAWL__S,OTTER,45F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,84,4,DNK_DEM_TRAWL__S,OTTER,46F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,8,4,DNK_DEM_TRAWL__S,OTTER,46F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,128,4,DNK_DEM_TRAWL__S,OTTER,46F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_DEM_TRAWL__S,OTTER,47F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,320,4,DNK_DEM_TRAWL__S,OTTER,47F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_DEM_TRAWL__S,OTTER,47F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_DEM_TRAWL__S,OTTER,48F0,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,132,4,DNK_DEM_TRAWL__S,OTTER,48F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,12,4,DNK_DEM_TRAWL__S,OTTER,48F4,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,444,4,DNK_DEM_TRAWL__S,OTTER,49F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_DEM_TRAWL__S,OTTER,49F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,52,4,DNK_DEM_TRAWL__S,OTTER,50F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,292,4,DNK_DEM_TRAWL__S,OTTER,50F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,207,4,DNK_DEM_TRAWL__S,OTTER,51F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,43,4,DNK_INDUSTRI___N,OTTER,42F7,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_REST_NORD__N,OTTER,44F5,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,36,4,DNK_REST_NORD__N,OTTER,45F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,36,4,DNK_REST_NORD__N,OTTER,46F1,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,48,4,DNK_REST_NORD__N,OTTER,47F2,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,96,4,DNK_REST_NORD__N,OTTER,47F3,>=120,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,72,4,DNK_DEM_TRAWL__N,OTTER,38F6,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_DEM_TRAWL__N,OTTER,39F5,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,48,4,DNK_DEM_TRAWL__N,OTTER,39F7,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,216,4,DNK_DEM_TRAWL__N,OTTER,40F3,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,48,4,DNK_DEM_TRAWL__N,OTTER,40F5,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,172,4,DNK_DEM_TRAWL__N,OTTER,40F6,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,685,4,DNK_DEM_TRAWL__N,OTTER,40F7,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,408,4,DNK_DEM_TRAWL__N,OTTER,41F2,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_DEM_TRAWL__N,OTTER,41F3,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,144,4,DNK_DEM_TRAWL__N,OTTER,41F4,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,312,4,DNK_DEM_TRAWL__N,OTTER,41F5,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,719,4,DNK_DEM_TRAWL__N,OTTER,41F6,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,2558,4,DNK_DEM_TRAWL__N,OTTER,41F7,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,480,4,DNK_DEM_TRAWL__N,OTTER,42F2,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,216,4,DNK_DEM_TRAWL__N,OTTER,42F5,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,72,4,DNK_DEM_TRAWL__N,OTTER,42F6,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,325,4,DNK_DEM_TRAWL__N,OTTER,42F7,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,44,4,DNK_DEM_TRAWL__N,OTTER,46F2,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,32,4,DNK_DEM_TRAWL__N,OTTER,47F2,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,116,4,DNK_DEM_TRAWL__N,OTTER,47F3,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,48,4,DNK_DEM_TRAWL__N,OTTER,49F3,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,48,4,DNK_DEM_TRAWL__N,OTTER,50F3,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_REST_NORD__N,OTTER,36F4,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,24,4,DNK_REST_NORD__N,OTTER,36F5,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,96,4,DNK_REST_NORD__N,OTTER,38F4,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,72,4,DNK_REST_NORD__N,OTTER,38F5,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,48,4,DNK_REST_NORD__N,OTTER,39F3,100-119,2
DNK,IIA,3B2,TR1,NONE,O15M,2006,262,4,DNK_REST_NORD__N,OTTER,39F4,100-119,2
DNK,IIA,3B2,LL1,NONE,U10M,2006,8,4,DNK_KROGE______N,LONGLINE,42F8,NONE,1
DNK,IIA,3B2,LL1,NONE,U10M,2006,14,4,DNK_KROGE______N,LONGLINE,43F8,NONE,1
ENG,IIA,3B2,LL1,NONE,U10M,2006,48,4,NONE,LONGLINE,32F2,NONE,1
ENG,IIA,3B2,LL1,NONE,U10M,2006,3468,4,NONE,LONGLINE,33F1,NONE,1
ENG,IIA,3B2,LL1,NONE,U10M,2006,384,4,NONE,LONGLINE,34F1,NONE,1
ENG,IIA,3B2,LL1,NONE,U10M,2006,168,4,NONE,LONGLINE,34F2,NONE,1
ENG,IIA,3B2,LL1,NONE,U10M,2006,24,4,NONE,LONGLINE,36E9,NONE,1
ENG,IIA,3B2,LL1,NONE,U10M,2006,96,4,NONE,LONGLINE,36F0,NONE,1
ENG,IIA,3B2,LL1,NONE,U10M,2006,2364,4,NONE,LONGLINE,37E9,NONE,1
SCO,IIA,3B2,LL1,NONE,U10M,2006,24,4,NONE,LONGLINE,44E7,NONE,1
SCO,IIA,3B2,LL1,NONE,U10M,2006,48,4,NONE,LONGLINE,48E9,NONE,1
SCO,IIA,3B2,LL1,NONE,U10M,2006,168,4,NONE,LONGLINE,49E8,NONE,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,28,4,NONE,PEL_TRAWL,44F6,>=120,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2,4,NONE,PEL_TRAWL,45F4,>=120,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,86,4,NONE,PEL_TRAWL,49E6,100-119,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,6,4,NONE,PEL_TRAWL,50E6,100-119,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,16,4,NONE,PEL_TRAWL,51E8,100-119,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,14,4,NONE,PEL_TRAWL,52E8,100-119,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,16,4,NONE,PEL_TRAWL,52E9,100-119,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,32,4,NONE,PEL_TRAWL,52F0,100-119,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2,4,NONE,PEL_TRAWL,32F1,32-54,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,2,4,NONE,PEL_TRAWL,32F2,32-54,1
DEU,IIA,3B2,PEL_TRAWL,NONE,O15M,2006,3,4,NONE,PEL_TRAWL,33F2,32-54,1
