Index,Sal,variable,Harbour porpoise,Seals,Sharks,Rays,Cod (adult),Whiting (adult),Other gadoids,Demersal fish,Herring (adult),Herring (adult) (Ru),Juvenile Herring (Ru),Sprat,Mackerel,Mackerel (Ru),Horse mackerel,Sandeels,Plaice (adult),Dab,Other flatfish,Sole (adult),Sea Bass,Sea Bass (Ru),Pelagic fish,Squid & cuttlefish,Carnivorous plankton,Temora longicornis,Herbivorous plankton (copepods),Gelatinous zooplankton,Large crabs + shrimps ,Blue mussels (aquaculture),Epifaunal macrobenthos (mobile grazers),Infaunal macrobenthos,Crangon (below 5cm),Small mobile epifauna (swarming crustaceans),Small infauna (polychaetes),Sessile epifauna
273,9.066666667,9.083333333,0.024845499,0.356350024,0.001392099,1.20E-05,0.999999887,0.050530162,0.000442431,0.001412274,0.999916923,0.008235763,0.008235763,0.999988782,1,1.20E-07,0.00109449,0.092562472,0.99998192,0.999585344,0.236808358,0.517453043,0.000183938,0.5,0.008129405,8.98E-06,3.08E-05,0.5,0.000408402,0.074591404,0.000114094,0.943279211,0.000543244,6.70E-05,0.842797948,1.62E-12,0.000115198,0.000376086
274,9.1,9.116666667,0.025467443,0.363352295,0.001424567,1.24E-05,0.999999906,0.052153563,0.000453542,0.001451591,0.999922371,0.008426047,0.008426047,0.999989616,1,1.24E-07,0.001120165,0.094990293,0.999984355,0.999623792,0.24230261,0.53138692,0.000188624,0.5,0.008331164,9.23E-06,3.17E-05,0.5,0.000418899,0.076594357,0.000116973,0.945494188,0.000556599,6.89E-05,0.848167691,1.69E-12,0.000118449,0.000386215
275,9.133333333,9.15,0.026104538,0.370412976,0.001457792,1.27E-05,0.999999923,0.053826163,0.000464933,0.001492002,0.999927463,0.008620689,0.008620689,0.999990388,1,1.29E-07,0.001146441,0.097474953,0.999986462,0.999658676,0.247882933,0.545272026,0.00019343,0.5,0.008537887,9.48E-06,3.26E-05,0.5,0.000429666,0.078646524,0.000119926,0.947627471,0.000570282,7.07E-05,0.853385922,1.77E-12,0.000121792,0.000396617
276,9.166666667,9.183333333,0.026757134,0.3775295,0.001491791,1.30E-05,0.999999936,0.05554926,0.00047661,0.001533535,0.99993222,0.008819788,0.008819788,0.999991103,1,1.33E-07,0.001173332,0.100017422,0.999988285,0.999690327,0.253548767,0.559087083,0.000198358,0.5,0.008749694,9.73E-06,3.35E-05,0.5,0.00044071,0.080748865,0.000122953,0.949681704,0.000584301,7.27E-05,0.858454739,1.85E-12,0.00012523,0.0004073
277,9.2,9.216666667,0.027425585,0.384699206,0.001526581,1.34E-05,0.999999947,0.057324176,0.000488579,0.001576223,0.999936665,0.009023444,0.009023444,0.999991765,1,1.37E-07,0.001200854,0.102618666,0.999989863,0.999719043,0.259299457,0.572811247,0.000203411,0.5,0.008966708,1.00E-05,3.45E-05,0.5,0.000452037,0.082902349,0.000126056,0.951659473,0.000598665,7.46E-05,0.863376371,1.94E-12,0.000128764,0.00041827
278,9.233333333,9.25,0.028110253,0.391919343,0.001562182,1.37E-05,0.999999956,0.059152252,0.00050085,0.001620096,0.999940819,0.009231758,0.009231758,0.999992377,1,1.42E-07,0.00122902,0.10527965,0.999991228,0.999745097,0.265134249,0.586424229,0.000208594,0.5,0.009189054,1.03E-05,3.55E-05,0.5,0.000463656,0.085107946,0.000129238,0.953563307,0.000613381,7.67E-05,0.868153156,2.03E-12,0.000132399,0.000429535
279,9.266666667,9.283333333,0.028811506,0.399187075,0.001598611,1.41E-05,0.999999964,0.061034851,0.000513428,0.00166519,0.9999447,0.009444835,0.009444835,0.999992944,1,1.47E-07,0.001257846,0.10800133,0.999992409,0.999768736,0.27105229,0.59990641,0.000213908,0.5,0.009416862,1.05E-05,3.65E-05,0.5,0.000475573,0.087366633,0.0001325,0.955395674,0.000628459,7.88E-05,0.872787539,2.12E-12,0.000136135,0.000441104
280,9.3,9.316666667,0.029529723,0.406499485,0.001635889,1.45E-05,0.99999997,0.062973356,0.000526322,0.001711536,0.999948327,0.009662782,0.009662782,0.999993469,1,1.52E-07,0.001287347,0.11078466,0.999993432,0.999790183,0.277052626,0.613238949,0.000219358,0.5,0.009650262,1.08E-05,3.75E-05,0.5,0.000487796,0.089679388,0.000135844,0.957158986,0.000643908,8.09E-05,0.87728205,2.22E-12,0.000139978,0.000452983
281,9.333333333,9.35,0.030265285,0.413853577,0.001674034,1.48E-05,0.999999975,0.064969169,0.000539539,0.00175917,0.999951716,0.009885709,0.009885709,0.999993954,1,1.57E-07,0.00131754,0.113630581,0.999994316,0.999809641,0.283134199,0.626403885,0.000224946,0.5,0.00988939,1.11E-05,3.86E-05,0.5,0.000500333,0.09204719,0.000139273,0.958855592,0.000659736,8.31E-05,0.881639302,2.32E-12,0.000143929,0.000465183
282,9.366666667,9.383333333,0.031018583,0.421246283,0.001713068,1.52E-05,0.999999979,0.067023711,0.000553089,0.001808127,0.999954883,0.010113726,0.010113726,0.999994404,1,1.62E-07,0.001348439,0.116540029,0.999995082,0.999827296,0.289295848,0.639384217,0.000230677,0.5,0.010134382,1.14E-05,3.97E-05,0.5,0.000513192,0.094471022,0.000142788,0.960487783,0.000675952,8.54E-05,0.885861972,2.42E-12,0.000147991,0.000477711
283,9.4,9.416666667,0.031790017,0.428674467,0.001753009,1.56E-05,0.999999983,0.06913842,0.000566978,0.001858444,0.999957842,0.010346947,0.010346947,0.99999482,1,1.68E-07,0.001380062,0.119513927,0.999995744,0.999843313,0.295536308,0.652163989,0.000236554,0.5,0.01038538,1.17E-05,4.08E-05,0.5,0.000526381,0.096951864,0.000146392,0.962057786,0.000692567,8.77E-05,0.889952797,2.54E-12,0.000152168,0.000490577
284,9.433333333,9.45,0.032579991,0.43613493,0.001793881,1.61E-05,0.999999986,0.071314752,0.000581216,0.001910158,0.999960607,0.010585489,0.010585489,0.999995205,1,1.74E-07,0.001412426,0.122553187,0.999996317,0.999857845,0.301854208,0.664728347,0.00024258,0.5,0.010642528,1.20E-05,4.19E-05,0.5,0.000539909,0.099490696,0.000150087,0.963567773,0.000709591,9.01E-05,0.893914561,2.65E-12,0.000156462,0.000503788
285,9.466666667,9.483333333,0.033388918,0.443624414,0.001835703,1.65E-05,0.999999988,0.073554177,0.000595811,0.001963309,0.999963191,0.01082947,0.01082947,0.999995562,1,1.79E-07,0.001445548,0.125658706,0.999996813,0.999871029,0.308248072,0.677063594,0.00024876,0.5,0.010905972,1.24E-05,4.31E-05,0.5,0.000553785,0.102088495,0.000153875,0.965019851,0.000727032,9.26E-05,0.897750087,2.77E-12,0.000160878,0.000517356
286,9.5,9.516666667,0.03421722,0.451139609,0.001878499,1.69E-05,0.99999999,0.07585818,0.000610773,0.002017936,0.999965605,0.011079011,0.011079011,0.999995892,1,1.86E-07,0.001479445,0.128831364,0.999997242,0.999882991,0.314716319,0.689157229,0.000255098,0.5,0.011175864,1.27E-05,4.44E-05,0.5,0.000568017,0.104746235,0.000157759,0.966416071,0.000744902,9.51E-05,0.901462224,2.90E-12,0.000165419,0.000531288
287,9.533333333,9.55,0.035065325,0.45867716,0.001922291,1.74E-05,0.999999992,0.078228259,0.00062611,0.002074079,0.999967861,0.011334237,0.011334237,0.999996197,1,1.92E-07,0.001514136,0.132072027,0.999997614,0.999893843,0.32125726,0.700997976,0.000261596,0.5,0.011452358,1.30E-05,4.56E-05,0.5,0.000582615,0.107464885,0.000161741,0.967758423,0.00076321,9.77E-05,0.905053847,3.04E-12,0.000170087,0.000545596
288,9.566666667,9.583333333,0.035933669,0.466233669,0.001967101,1.78E-05,0.999999993,0.080665925,0.000641832,0.002131781,0.999969969,0.011595274,0.011595274,0.99999648,1,1.98E-07,0.001549638,0.135381538,0.999997935,0.999903689,0.327869104,0.712575795,0.000268261,0.5,0.011735611,1.34E-05,4.69E-05,0.5,0.000597587,0.110245407,0.000165823,0.96904884,0.000781969,0.000100334,0.908527843,3.18E-12,0.000174888,0.000560288
289,9.6,9.616666667,0.036822696,0.473805706,0.002012954,1.83E-05,0.999999995,0.083172696,0.000657948,0.002191085,0.999971938,0.01186225,0.01186225,0.999996742,1,2.05E-07,0.001585973,0.138760721,0.999998213,0.999912622,0.334549954,0.723881889,0.000275095,0.5,0.012025784,1.38E-05,4.82E-05,0.5,0.000612944,0.113088756,0.000170008,0.970289196,0.000801187,0.000103068,0.911887102,3.32E-12,0.000179824,0.000575376
290,9.633333333,9.65,0.037732857,0.48138981,0.002059874,1.88E-05,0.999999995,0.085750102,0.000674469,0.002252036,0.999973779,0.012135298,0.012135298,0.999996984,1,2.12E-07,0.001623157,0.142210378,0.999998454,0.999920726,0.341297811,0.734908697,0.000282103,0.5,0.012323043,1.41E-05,4.96E-05,0.5,0.000628696,0.115995879,0.000174299,0.971481307,0.000820878,0.000105877,0.915134519,3.47E-12,0.000184899,0.000590871
291,9.666666667,9.683333333,0.038664612,0.488982499,0.002107885,1.93E-05,0.999999996,0.088399677,0.000691405,0.002314677,0.999975499,0.012414552,0.012414552,0.999997208,1,2.19E-07,0.001661212,0.145731283,0.999998662,0.999928079,0.348110573,0.745649877,0.000289289,0.5,0.012627556,1.45E-05,5.10E-05,0.5,0.000644852,0.118967709,0.000178698,0.972626936,0.000841053,0.000108762,0.918272978,3.63E-12,0.000190117,0.000606782
292,9.7,9.716666667,0.039618427,0.496580275,0.002157012,1.98E-05,0.999999997,0.091122961,0.000708765,0.002379057,0.999977106,0.012700149,0.012700149,0.999997416,1,2.27E-07,0.001700158,0.149324185,0.999998842,0.99993475,0.354986039,0.756100277,0.000296659,0.5,0.012939495,1.49E-05,5.25E-05,0.5,0.000661423,0.122005169,0.000183209,0.973727789,0.000861723,0.000111726,0.921305353,3.80E-12,0.000195483,0.000623121
293,9.733333333,9.75,0.040594779,0.504179631,0.002207282,2.03E-05,0.999999997,0.093921496,0.000726561,0.002445223,0.999978607,0.01299223,0.01299223,0.999997608,1,2.34E-07,0.001740015,0.152989804,0.999998998,0.999940802,0.361921908,0.766255903,0.000304216,0.5,0.013259037,1.53E-05,5.39E-05,0.5,0.000678419,0.125109169,0.000187833,0.974785516,0.0008829,0.000114771,0.924234498,3.97E-12,0.000201,0.0006399
294,9.766666667,9.783333333,0.04159415,0.511777056,0.002258721,2.09E-05,0.999999998,0.096796825,0.000744803,0.002513225,0.99998001,0.013290938,0.013290938,0.999997786,1,2.42E-07,0.001780805,0.156728828,0.999999133,0.999946292,0.368915785,0.776113876,0.000311966,0.5,0.01358636,1.57E-05,5.55E-05,0.5,0.000695852,0.128280601,0.000192573,0.975801718,0.000904597,0.000117899,0.927063248,4.16E-12,0.000206673,0.00065713
295,9.8,9.816666667,0.04261703,0.519369044,0.002311355,2.14E-05,0.999999998,0.099750489,0.000763503,0.002583112,0.999981321,0.013596419,0.013596419,0.999997951,1,2.50E-07,0.001822549,0.160541912,0.99999925,0.999951274,0.37596518,0.785672387,0.000319913,0.5,0.013921651,1.61E-05,5.70E-05,0.5,0.000713732,0.131520341,0.000197434,0.976777939,0.000926827,0.000121112,0.929794406,4.35E-12,0.000212505,0.000674825
296,9.833333333,9.85,0.043663919,0.526952098,0.002365214,2.20E-05,0.999999999,0.102784025,0.000782673,0.002654939,0.999982546,0.013908822,0.013908822,0.999998103,1,2.59E-07,0.00186527,0.164429677,0.999999351,0.999955793,0.383067513,0.794930637,0.000328062,0.5,0.014265096,1.66E-05,5.87E-05,0.5,0.000732072,0.134829246,0.000202417,0.977715677,0.000949603,0.000124413,0.932430749,4.55E-12,0.000218503,0.000692995
297,9.866666667,9.883333333,0.044735324,0.534522737,0.002420324,2.26E-05,0.999999999,0.105898962,0.000802323,0.002728757,0.999983691,0.0142283,0.0142283,0.999998244,1,2.68E-07,0.001908991,0.168392703,0.999999438,0.999959894,0.390220117,0.803888787,0.000336419,0.5,0.014616888,1.70E-05,6.03E-05,0.5,0.000750882,0.138208152,0.000207525,0.978616377,0.000972938,0.000127803,0.934975016,4.76E-12,0.000224669,0.000711654
298,9.9,9.916666667,0.045831758,0.542077505,0.002476716,2.32E-05,0.999999999,0.109096821,0.000822466,0.002804621,0.999984761,0.014555008,0.014555008,0.999998375,1,2.77E-07,0.001953734,0.172431535,0.999999514,0.999963614,0.397420241,0.81254789,0.000344989,0.5,0.014977225,1.75E-05,6.20E-05,0.5,0.000770176,0.14165787,0.000212763,0.979481435,0.000996846,0.000131286,0.93742991,4.98E-12,0.00023101,0.000730815
299,9.933333333,9.95,0.046953744,0.549612972,0.002534417,2.38E-05,0.999999999,0.112379109,0.000843114,0.002882589,0.99998576,0.014889104,0.014889104,0.999998496,1,2.86E-07,0.001999524,0.176546671,0.999999579,0.999966989,0.404665054,0.820909836,0.000353777,0.5,0.015346305,1.80E-05,6.38E-05,0.5,0.000789965,0.145179189,0.000218133,0.980312203,0.001021341,0.000134864,0.939798091,5.20E-12,0.000237529,0.000750492
300,9.966666667,9.983333333,0.048101812,0.557125747,0.00259346,2.44E-05,0.999999999,0.115747319,0.000864281,0.002962717,0.999986694,0.015230751,0.015230751,0.999998607,1,2.96E-07,0.002046385,0.180738567,0.999999636,0.999970051,0.411951647,0.828977279,0.000362789,0.5,0.015724336,1.84E-05,6.56E-05,0.5,0.000810262,0.148772869,0.000223638,0.981109982,0.001046437,0.000138539,0.942082178,5.44E-12,0.000244232,0.000770698
301,10,10.01666667,0.0492765,0.564612477,0.002653874,2.51E-05,0.999999999,0.119202922,0.000885978,0.003045067,0.999987567,0.015580113,0.015580113,0.999998711,1,3.06E-07,0.002094342,0.185007633,0.999999685,0.999972829,0.419277041,0.836753578,0.00037203,0.5,0.016111527,1.89E-05,6.74E-05,0.5,0.00083108,0.152439641,0.000229282,0.981876032,0.001072149,0.000142315,0.944284743,5.69E-12,0.000251125,0.000791448
302,10.03333333,10.05,0.050478354,0.572069857,0.002715692,2.58E-05,1,0.122747371,0.000908219,0.003129698,0.999988382,0.015937359,0.015937359,0.999998807,1,3.16E-07,0.00214342,0.189354229,0.999999727,0.999975349,0.426638191,0.844242729,0.000381507,0.5,0.016508092,1.95E-05,6.94E-05,0.5,0.000852432,0.156180206,0.000235069,0.982611567,0.001098492,0.000146193,0.946408312,5.96E-12,0.000258212,0.000812755
303,10.06666667,10.08333333,0.051707927,0.579494636,0.002778946,2.65E-05,1,0.126382089,0.000931019,0.003216673,0.999989144,0.016302661,0.016302661,0.999998896,1,3.27E-07,0.002193646,0.193778664,0.999999764,0.999977636,0.434031986,0.8514493,0.000391225,0.5,0.016914249,2.00E-05,7.13E-05,0.5,0.000874332,0.15999523,0.000241001,0.983317759,0.001125481,0.000150177,0.948455359,6.23E-12,0.000265499,0.000834636
304,10.1,10.11666667,0.05296578,0.586883621,0.002843669,2.72E-05,1,0.130108474,0.00095439,0.003306058,0.999989856,0.016676194,0.016676194,0.999998978,1,3.38E-07,0.002245046,0.198281193,0.999999796,0.99997971,0.44145526,0.858378371,0.00040119,0.5,0.017330224,2.05E-05,7.33E-05,0.5,0.000896795,0.163885345,0.000247083,0.983995737,0.001153133,0.000154269,0.950428311,6.52E-12,0.000272991,0.000857106
305,10.13333333,10.15,0.054252481,0.594233682,0.002909895,2.79E-05,1,0.133927888,0.000978347,0.003397918,0.999990522,0.017058138,0.017058138,0.999999054,1,3.50E-07,0.002297648,0.202862017,0.999999823,0.999981592,0.448904794,0.865035471,0.000411409,0.5,0.017756244,2.11E-05,7.54E-05,0.5,0.000919834,0.167851144,0.000253319,0.984646592,0.001181463,0.000158474,0.952329541,6.81E-12,0.000280695,0.00088018
306,10.16666667,10.18333333,0.055568605,0.601541758,0.002977659,2.86E-05,1,0.137841657,0.001002905,0.003492321,0.999991143,0.017448673,0.017448673,0.999999124,1,3.61E-07,0.002351479,0.207521276,0.999999847,0.999983299,0.456377322,0.871426517,0.000421888,0.5,0.018192543,2.16E-05,7.76E-05,0.5,0.000943465,0.171893181,0.000259712,0.985271374,0.001210489,0.000162792,0.954161369,7.13E-12,0.000288616,0.000903875
307,10.2,10.21666667,0.056914736,0.60880486,0.003046996,2.94E-05,1,0.141851065,0.001028078,0.003589338,0.999991724,0.017847988,0.017847988,0.999999189,1,3.74E-07,0.002406569,0.212259052,0.999999868,0.999984848,0.463869539,0.877557762,0.000432634,0.5,0.018639359,2.22E-05,7.98E-05,0.5,0.000967702,0.176011966,0.000266266,0.985871097,0.001240227,0.000167228,0.955926064,7.46E-12,0.000296761,0.000928207
308,10.23333333,10.25,0.058291465,0.61602008,0.003117943,3.02E-05,1,0.145957351,0.001053883,0.003689039,0.999992267,0.018256271,0.018256271,0.99999925,1,3.86E-07,0.002462945,0.217075365,0.999999886,0.999986254,0.471378101,0.883435738,0.000443654,0.5,0.019096936,2.28E-05,8.20E-05,0.5,0.000992561,0.180207966,0.000272986,0.986446736,0.001270694,0.000171786,0.957625838,7.80E-12,0.000305135,0.000953193
309,10.26666667,10.28333333,0.059699387,0.62318459,0.003190536,3.10E-05,1,0.150161706,0.001080335,0.0037915,0.999992774,0.018673716,0.018673716,0.999999305,1,3.99E-07,0.00252064,0.221970169,0.999999901,0.999987529,0.478899638,0.889067205,0.000454954,0.5,0.019565521,2.34E-05,8.43E-05,0.5,0.001018057,0.184481599,0.000279875,0.986999231,0.001301909,0.000176467,0.959262852,8.16E-12,0.000313746,0.000978851
310,10.3,10.31666667,0.061139107,0.630295648,0.003264813,3.18E-05,1,0.154465265,0.00110745,0.003896795,0.999993248,0.019100521,0.019100521,0.999999357,1,4.13E-07,0.002579682,0.226943352,0.999999914,0.999988686,0.486430753,0.894459107,0.000466542,0.5,0.020045369,2.41E-05,8.67E-05,0.5,0.001044209,0.188833238,0.000286938,0.987529489,0.00133389,0.000181276,0.96083921,8.53E-12,0.0003226,0.001005199
311,10.33333333,10.35,0.062611236,0.637350602,0.003340815,3.26E-05,1,0.158869105,0.001135245,0.004005003,0.999993691,0.019536887,0.019536887,0.999999405,1,4.27E-07,0.002640103,0.231994733,0.999999926,0.999989735,0.493968035,0.899618525,0.000478425,0.5,0.02053674,2.47E-05,8.92E-05,0.5,0.001071031,0.193263198,0.00029418,0.988038382,0.001366656,0.000186216,0.962356964,8.92E-12,0.000331703,0.001032256
312,10.36666667,10.38333333,0.06411639,0.644346895,0.003418579,3.35E-05,1,0.16337424,0.001163737,0.004116203,0.999994105,0.019983019,0.019983019,0.999999449,1,4.41E-07,0.002701936,0.237124062,0.999999936,0.999990687,0.50150806,0.904552636,0.00049061,0.5,0.021039896,2.54E-05,9.17E-05,0.5,0.001098541,0.197771746,0.000301604,0.988526749,0.001400225,0.00019129,0.963818109,9.33E-12,0.000341063,0.00106004
313,10.4,10.41666667,0.065655194,0.651282063,0.003498147,3.44E-05,1,0.167981615,0.001192943,0.004230478,0.999994491,0.020439126,0.020439126,0.99999949,1,4.56E-07,0.002765213,0.242331015,0.999999944,0.999991551,0.509047399,0.909268679,0.000503106,0.5,0.021555109,2.61E-05,9.43E-05,0.5,0.001126758,0.202359089,0.000309215,0.988995399,0.001434617,0.000196503,0.965224587,9.76E-12,0.000350687,0.001088571
314,10.43333333,10.45,0.067228276,0.658153742,0.003579561,3.53E-05,1,0.172692104,0.001222881,0.004347911,0.999994853,0.020905421,0.020905421,0.999999528,1,4.72E-07,0.002829968,0.247615194,0.999999952,0.999992335,0.516582624,0.913773915,0.000515919,0.5,0.022082653,2.68E-05,9.70E-05,0.5,0.001155698,0.207025378,0.000317018,0.989445111,0.001469853,0.000201857,0.966578289,1.02E-11,0.000360583,0.00111787
315,10.46666667,10.48333333,0.068836272,0.664959671,0.003662862,3.63E-05,1,0.177506503,0.001253569,0.004468589,0.99999519,0.021382122,0.021382122,0.999999563,1,4.88E-07,0.002896235,0.252976126,0.999999958,0.999993046,0.524110317,0.918075601,0.000529059,0.5,0.02262281,2.75E-05,9.97E-05,0.5,0.001185381,0.2117707,0.000325018,0.989876633,0.001505953,0.000207358,0.967881049,1.07E-11,0.000370758,0.001147956
316,10.5,10.51666667,0.070479823,0.671697689,0.003748094,3.72E-05,1,0.182425524,0.001285027,0.004592602,0.999995506,0.02186945,0.02186945,0.999999596,1,5.04E-07,0.002964048,0.25841326,0.999999964,0.999993691,0.53162707,0.922180958,0.000542534,0.5,0.023175867,2.83E-05,0.000102562,0.5,0.001215825,0.216595082,0.00033322,0.990290685,0.001542938,0.000213008,0.969134649,1.12E-11,0.00038122,0.00117885
317,10.53333333,10.55,0.072159575,0.678365743,0.003835302,3.82E-05,1,0.187449793,0.001317272,0.00472004,0.999995801,0.022367632,0.022367632,0.999999626,1,5.21E-07,0.003033445,0.263925965,0.999999969,0.999994276,0.539129497,0.92609715,0.000556351,0.5,0.023742116,2.90E-05,0.000105468,0.5,0.00124705,0.221498486,0.000341629,0.990687963,0.00158083,0.000218813,0.97034082,1.17E-11,0.000391976,0.001210575
318,10.56666667,10.58333333,0.073876178,0.684961884,0.003924532,3.92E-05,1,0.192579844,0.001350326,0.004850996,0.999996076,0.022876896,0.022876896,0.999999653,1,5.39E-07,0.003104462,0.269513533,0.999999973,0.999994807,0.546614238,0.929831258,0.00057052,0.5,0.024321855,2.98E-05,0.000108456,0.5,0.001279075,0.226480804,0.00035025,0.991069131,0.001619651,0.000224775,0.971501243,1.22E-11,0.000403037,0.001243153
319,10.6,10.61666667,0.075630289,0.691484273,0.004015828,4.03E-05,1,0.197816111,0.001384209,0.004985568,0.999996333,0.023397478,0.023397478,0.999999679,1,5.57E-07,0.003177135,0.275175172,0.999999977,0.999995289,0.554077963,0.933390262,0.000585049,0.5,0.024915389,3.06E-05,0.000111529,0.5,0.001311923,0.23154186,0.000359088,0.991434832,0.001659424,0.0002309,0.972617545,1.28E-11,0.000414409,0.001276607
320,10.63333333,10.65,0.077422568,0.697931176,0.00410924,4.13E-05,1,0.20315893,0.00141894,0.005123854,0.999996574,0.023929616,0.023929616,0.999999703,1,5.76E-07,0.003251505,0.280910008,0.99999998,0.999995726,0.561517383,0.936781025,0.000599949,0.5,0.025523028,3.14E-05,0.000114688,0.5,0.001345612,0.236681408,0.00036815,0.991785682,0.001700172,0.000237192,0.973691305,1.34E-11,0.000426102,0.001310959
321,10.66666667,10.68333333,0.079253678,0.704300971,0.004204816,4.24E-05,1,0.208608527,0.001454541,0.005265955,0.999996799,0.024473553,0.024473553,0.999999725,1,5.96E-07,0.003327609,0.286717084,0.999999983,0.999996122,0.568929248,0.940010274,0.000615228,0.5,0.026145089,3.23E-05,0.000117938,0.5,0.001380166,0.241899127,0.00037744,0.992122275,0.001741919,0.000243656,0.974724053,1.40E-11,0.000438125,0.001346235
322,10.7,10.71666667,0.081124288,0.710592143,0.004302605,4.36E-05,1,0.214165017,0.001491034,0.005411975,0.999997009,0.025029538,0.025029538,0.999999746,1,6.16E-07,0.003405489,0.29259536,0.999999985,0.999996482,0.576310362,0.943084594,0.000630895,0.5,0.026781895,3.31E-05,0.000121279,0.5,0.001415606,0.247194622,0.000386964,0.99244518,0.001784689,0.000250295,0.975717272,1.46E-11,0.000450487,0.001382458
323,10.73333333,10.75,0.083035068,0.716803286,0.004402658,4.47E-05,1,0.219828398,0.001528442,0.005562022,0.999997205,0.025597821,0.025597821,0.999999765,1,6.37E-07,0.003485185,0.298543711,0.999999987,0.999996808,0.583657579,0.946010412,0.000646961,0.5,0.027433774,3.40E-05,0.000124715,0.5,0.001451954,0.252567421,0.000396729,0.992754947,0.001828508,0.000257115,0.976672397,1.53E-11,0.000463197,0.001419655
324,10.76666667,10.78333333,0.084986691,0.722933104,0.004505027,4.59E-05,1,0.225598547,0.001566786,0.005716206,0.999997388,0.026178661,0.026178661,0.999999782,1,6.58E-07,0.00356674,0.304560926,0.999999989,0.999997104,0.590967815,0.948793991,0.000663437,0.5,0.028101062,3.50E-05,0.000128249,0.5,0.001489234,0.258016974,0.000406739,0.993052101,0.0018734,0.000264121,0.977590816,1.60E-11,0.000476266,0.001457851
325,10.8,10.81666667,0.086979833,0.728980408,0.004609765,4.71E-05,1,0.231475217,0.001606091,0.005874638,0.999997559,0.026772319,0.026772319,0.999999798,1,6.81E-07,0.003650196,0.31064571,0.99999999,0.999997373,0.59823805,0.951441421,0.000680331,0.5,0.0287841,3.59E-05,0.000131882,0.5,0.00152747,0.263542651,0.000417003,0.993337149,0.001919392,0.000271318,0.978473873,1.67E-11,0.000489703,0.001497074
326,10.83333333,10.85,0.089015171,0.734944114,0.004716927,4.84E-05,1,0.237458028,0.00164638,0.006037434,0.999997719,0.02737906,0.02737906,0.999999813,1,7.04E-07,0.003735597,0.316796683,0.999999992,0.999997617,0.605465331,0.953958617,0.000697655,0.5,0.029483237,3.69E-05,0.000135618,0.5,0.001566686,0.269143739,0.000427525,0.993610578,0.001966511,0.000278711,0.979322868,1.75E-11,0.00050352,0.00153735
327,10.86666667,10.88333333,0.091093385,0.740823247,0.004826568,4.97E-05,1,0.243546471,0.001687678,0.006204714,0.999997869,0.027999157,0.027999157,0.999999827,1,7.28E-07,0.003822988,0.323012381,0.999999993,0.999997838,0.612646783,0.956351313,0.00071542,0.5,0.030198828,3.79E-05,0.000139461,0.5,0.001606908,0.274819447,0.000438312,0.993872855,0.002014784,0.000286305,0.980139059,1.83E-11,0.000517726,0.001578708
328,10.9,10.91666667,0.093215154,0.746616936,0.004938745,5.10E-05,1,0.249739894,0.00173001,0.006376598,0.999998009,0.028632884,0.028632884,0.99999984,1,7.52E-07,0.003912417,0.329291253,0.999999994,0.999998038,0.619779604,0.958625056,0.000733638,0.5,0.030931233,3.89E-05,0.000143412,0.5,0.00164816,0.280568896,0.000449372,0.99412443,0.00206424,0.000294106,0.98092366,1.92E-11,0.000532333,0.001621176
329,10.93333333,10.95,0.095381158,0.75232441,0.005053516,5.24E-05,1,0.256037509,0.001773403,0.006553213,0.999998139,0.029280523,0.029280523,0.999999852,1,7.78E-07,0.004003928,0.335631667,0.999999995,0.99999822,0.626861078,0.960785213,0.000752318,0.5,0.03168082,3.99E-05,0.000147475,0.5,0.001690469,0.286391125,0.000460711,0.994365734,0.002114908,0.00030212,0.981677844,2.00E-11,0.000547351,0.001664785
330,10.96666667,10.98333333,0.097592075,0.757945004,0.00517094,5.38E-05,1,0.262438379,0.001817881,0.006734687,0.999998261,0.029942359,0.029942359,0.999999863,1,8.04E-07,0.004097571,0.342031907,0.999999995,0.999998385,0.63388857,0.962836962,0.000771474,0.5,0.032447965,4.10E-05,0.000151653,0.5,0.001733863,0.292285089,0.000472335,0.994597181,0.002166816,0.000310352,0.982402747,2.10E-11,0.000562793,0.001709565
331,11,11.01666667,0.099848584,0.763478147,0.005291079,5.52E-05,1,0.268941421,0.001863473,0.006921151,0.999998375,0.030618683,0.030618683,0.999999873,1,8.32E-07,0.004193396,0.348490176,0.999999996,0.999998535,0.640859537,0.964785296,0.000791118,0.5,0.033233049,4.21E-05,0.000155949,0.5,0.001778369,0.298249655,0.000484253,0.994819171,0.002219996,0.000318808,0.983099463,2.19E-11,0.00057867,0.001755548
332,11.03333333,11.05,0.102151361,0.768923369,0.005413993,5.67E-05,1,0.275545405,0.001910207,0.007112741,0.999998482,0.03130979,0.03130979,0.999999883,1,8.60E-07,0.004291451,0.355004595,0.999999996,0.999998671,0.647771527,0.966635025,0.000811261,0.5,0.034036459,4.33E-05,0.000160367,0.5,0.001824015,0.304283606,0.000496471,0.995032085,0.002274477,0.000327494,0.983769051,2.29E-11,0.000594996,0.001802765
333,11.06666667,11.08333333,0.104501082,0.774280293,0.005539746,5.82E-05,1,0.282248943,0.00195811,0.007309595,0.999998582,0.032015981,0.032015981,0.999999891,1,8.89E-07,0.004391789,0.361573206,0.999999997,0.999998794,0.654622182,0.968390776,0.000831916,0.5,0.034858592,4.44E-05,0.000164911,0.5,0.00187083,0.310385637,0.000508998,0.995236291,0.002330293,0.000336417,0.98441253,2.40E-11,0.000611781,0.00185125
